ID,Last Updated,Current Ver,Android Ver,Installs,Size
2230,2017-08-31,1.22.0,4.0.3 ,10000000,58
2231,2018-07-03,7.2.0,4.4,5000000,91
2232,2016-07-22,1.0.0,2.3,1000000,17
2233,2016-06-16,1.3,4.0.3 ,1000000,83
2234,2016-02-05,1,2.3,1000000,17
2235,2018-05-30,Varies with device,Varies with device,10000000,Varies with device
2236,2016-04-14,1.1.0,4,1000000,64
2237,2017-11-07,1.35.23,4,1000000,41
2238,2018-08-02,28.0.14,4.1,5000000,58
2239,2018-07-17,6.14.091,4.3,5000000,23
2240,2018-07-02,6.4.0,4.1,10000000,71
2241,2018-08-03,3.14.15,5,10000000,Varies with device
2242,2018-07-24,1.5.2.1,Varies with device,10000000,Varies with device
2243,2016-02-11,1.11.0,2.3.3 ,1000000,23
2244,2018-07-16,2.0.7,4,100000,12
2245,2014-11-30,7.0.1,2.2,10000,704k
2246,2018-04-06,3.0.1.0,4.1,10000,2.9
2247,2016-10-03,2.1.1,2.2,10000,25
2248,2017-06-17,Varies with device,Varies with device,10000,Varies with device
2249,2017-09-21,1.8.3,4.1,10000,20
2250,2017-11-15,2.0.1,6,5000,21
2251,2018-05-31,6.5.0,5,5000,5.4
2252,2018-05-25,2018.5.47,5,100000,25
2253,2014-08-07,1.1.3,4.0.3 ,50000,42
2254,2018-06-18,19,4.0.3 ,1000,32
2255,2018-06-27,3.0.5,4.4W ,10000,1.8
2256,2018-07-17,2.4.4,4.0.3 ,50000,33
2257,2017-01-27,1.0.5,4.0.3 ,1000,3.8
2258,2018-08-01,2.1,4.1,1000,5.8
2259,2018-04-25,1.17.0,4,10000,9.5
2260,2018-07-16,6.5.1,5,1000,19
2261,2017-12-06,Varies with device,Varies with device,1000,Varies with device
2262,2018-08-01,7.6.14,4,1000,5
2263,2018-04-20,1,4.1,100,23
2264,2014-12-03,1.1,4.0.3 ,5000,862k
2265,2017-04-18,1.6.2,4.0.3 ,5000,9.9
2266,2016-01-24,1,4.2,500,24
2267,2014-10-22,2.0.2,4,1000,2.4
2268,2012-11-22,2.5,2.1,10000,899k
2269,2018-05-24,3.2.0,4.1,1000,38
2270,2018-07-25,7,3,100,6.5
2271,2015-08-18,6,4,1000,14
2272,2015-12-16,1,4,500,1.2
2273,2013-11-05,1,3,5000,48
2274,2015-05-26,1,3,1000,378k
2275,2018-03-14,1.10.0.user.pro.release,4.4,500,22
2276,2018-07-22,4.1.5 (Steglitz),4.1,1000,4.8
2277,2017-08-05,Varies with device,Varies with device,5000,Varies with device
2278,2017-08-11,7.1.17,4.4,10000,25
2279,2016-12-08,1.2,2.1,1000,266k
2280,2015-08-03,3.4.3,1.6,10000,375k
2281,2017-10-05,1.2,4.0.3 ,100,62
2282,2016-06-11,3.1.6,3,1000,1.2
2283,2018-03-06,Varies with device,Varies with device,5000,Varies with device
2284,2014-08-02,3,2.3,10000,2.8
2285,2017-09-14,1.0.3,4.1,1000,95
2286,2014-09-06,1,2.3.3 ,1000,2.6
2287,2018-01-02,1.5,4.1,100,4.6
2288,2013-07-26,Varies with device,Varies with device,50000,Varies with device
2289,2017-03-02,1.2,4.1,1000,5.1
2290,2018-05-14,2.0.5,4.4W ,1000,1.8
2291,2017-10-25,Varies with device,Varies with device,5000,Varies with device
2292,2018-03-05,Varies with device,Varies with device,5000,Varies with device
2293,2018-05-08,2.29,4.2,1000,53
2294,2018-04-13,4.4.5,4.1,10000,39
2295,2017-10-03,1,4.0.3 ,50,5.3
2296,2015-05-06,1.3.4,2.3.3 ,1000,14
2297,2017-01-08,2.1,2.1,10000,8.4
2298,2017-06-05,6.0.4,4.1,1000,18
2299,2015-12-22,2.1,2.2,1000,41
2300,2018-01-14,1.2.0,4.0.3 ,500,100
2301,2017-05-09,1,2.3.3 ,500,3.4
2302,2017-10-02,2.1.35,4,1000,68
2303,2013-12-02,4.1,3.2,5000,2.6
2304,2018-07-26,5.4.8,4.1,1000000,11
2305,2018-07-24,Varies with device,Varies with device,1000000,Varies with device
2306,2018-05-10,3.3,4.4,1000000,37
2307,2018-07-30,Varies with device,Varies with device,1000000,Varies with device
2308,2018-08-03,2.2.4,4.3,1000000,9.8
2309,2018-07-26,3.19,4.3,500000,23
2310,2018-07-25,1.1.0.0.1487,5,50000,18
2311,2018-07-24,3.27.3,4.1,5000000,7.4
2312,2018-08-02,1.2.16,4.1,1000000,11
2313,2018-07-27,3.25.0,4.4,1000000,Varies with device
2314,2018-07-09,1.2.0,4.4,100000,23
2315,2018-05-22,3.5,5.1,500000,34
2316,2018-05-30,Varies with device,Varies with device,10000,15
2317,2018-07-27,Varies with device,4.3,1000000,13
2318,2018-07-27,8.0.226,4.4,500000,24
2319,2018-07-31,1.6.2,4.1,500000,20
2320,2018-08-03,5.9.6,4.1,5000000,14
2321,2018-08-03,6.02.000,6,50000,69
2322,2018-07-31,3.18.2,4.3,500000,38
2323,2018-07-27,7.4.1,5,1000000,26
2324,2018-04-13,1.4.6,4,500000,2.6
2325,2018-07-31,2.4,4.1,100000,21
2326,2018-08-03,1.2.0,4.3,100000,38
2327,2018-03-13,2.17,4,100000,16
2328,2018-07-02,2.11.0,4.0.3 ,100000,21
2329,2018-07-28,4.36,4.4,500000,10
2330,2017-10-10,1.0.02,4,100000,22
2331,2018-07-16,2.25.0,4.4,1000000,14
2332,2018-08-06,3.52.1,5,1000000,36
2333,2018-07-25,2.1.3,4.1,50000,16
2334,2018-06-01,2.6.1,4.1,1000000,61
2335,2017-07-07,1.1,4.0.3 ,100000,11
2336,2018-07-03,2.15,5,100000,8.5
2337,2018-06-21,3.3.0,4.4,100000,37
2338,2018-07-17,4.6.0,5,100000,Varies with device
2339,2018-05-22,Varies with device,4.4,1000000,Varies with device
2340,2018-06-10,3.2.4,5,50000,22
2341,2018-08-01,3.8,4.1,100000,17
2342,2018-01-02,2.4.0,4.4,100000,7.7
2343,2018-07-19,1.16.0,4.1,1000,39
2344,2018-06-25,25.3.1,4.0.3 ,500000,30
2345,2018-07-09,1.2.2,4.1,1000000,3.7
2346,2018-04-19,1.0.0,4.1,10000,28
2347,2018-07-18,2,4.1,1000000,16
2348,2018-06-11,1.1,4.1,1000,20
2349,2018-07-05,1.2.0,4.4,100000,8.9
2350,2018-07-05,5.11,4.1,500000,97
2351,2018-07-26,1.3.185,4.1,100000,12
2352,2018-06-27,2.2.12,4.4,50000,72
2353,2018-08-01,Varies with device,Varies with device,500000,Varies with device
2354,2018-08-02,1.7.1 (946),5,10000,21
2355,2018-07-10,Varies with device,4,1000000,Varies with device
2356,2018-07-23,4.23.0,4.4,100000,27
2357,2016-10-13,3.0.0,4.0.3 ,5000,5.7
2358,2018-05-01,1.7.2,4,100000,6.6
2359,2018-07-31,3.8.0,4.1,100000,12
2360,2016-10-17,1.2.2,4,100000,5.9
2361,2018-07-16,1.2.3.2,6,5000,20
2362,2018-07-30,2.9,4.4,100000,15
2363,2018-07-30,4.4.7,5,100000,26
2364,2018-07-03,2.1.11,4.1,100000,3.3
2365,2018-07-13,4.3.2.315,4.4,50000,44
2366,2018-06-18,19,4.0.3 ,1000,32
2367,2018-07-16,2.0.7,4,100000,12
2368,2018-08-06,3.52.1,5,1000000,36
2369,2018-07-03,2.6.5,4.1,5000,17
2370,2018-03-16,3.16.4.1669,4.4,10000,5.8
2371,2018-05-17,4.5.1,4.4,10000,11
2372,2018-07-11,4.5.2,4.4,50000,16
2373,2018-05-25,2018.5.47,5,100000,25
2374,2017-12-11,2.7.36,4.1,10000,6.1
2375,2018-08-01,6.1.3,Varies with device,100000,Varies with device
2376,2018-07-01,4.9.6,4.1,100000,22
2377,2018-05-02,4.5.1,4.4,50000,28
2378,2017-12-08,2.7.36,4.1,10000,6.3
2379,2016-10-03,2.1.1,2.2,10000,25
2380,2018-03-24,2.1.0.372,4.4,50000,60
2381,2017-09-21,1.8.3,4.1,10000,20
2382,2018-05-02,2.6.2,4.2,10000,8
2383,2018-08-02,3.5.7,7,10000,20
2384,2017-12-11,2.7.36,4.1,50000,6.4
2385,2013-10-22,1.3,2.2,100000,34
2386,2017-01-27,1.0.5,4.0.3 ,1000,3.8
2387,2014-08-07,1.1.3,4.0.3 ,50000,42
2388,2014-10-22,2.0.2,4,1000,2.4
2389,2018-07-12,2.1.4,4.1,5000,70
2390,2018-08-01,7.6.14,4,1000,5
2391,2018-06-25,3.1.1,4.0.3 ,1000,28
2392,2018-07-11,1.0.0,7,1000,21
2393,2018-07-10,1.0.0.10,3,100000,38
2394,2016-09-06,Varies with device,Varies with device,100000,Varies with device
2395,2018-07-30,4.8.2,4.0.3 ,100000,74
2396,2018-06-27,3.0.5,4.4W ,10000,1.8
2397,2018-07-12,4.5.3,4.4,5000,12
2398,2018-07-12,4.5.2,4.4,10000,13
2399,2017-06-17,Varies with device,Varies with device,10000,Varies with device
2400,2018-04-06,3.0.1.0,4.1,10000,2.9
2401,2013-11-05,1,3,5000,48
2402,2018-07-16,6.5.1,5,1000,19
2403,2017-10-02,2.1.35,4,1000,68
2404,2018-03-29,2.6,4.2,1000,6.8
2405,2018-07-11,4.5.2,4.4,5000,12
2406,2018-01-29,2.7.38,4.1,10000,5.8
2407,2015-12-22,2.1,2.2,1000,41
2408,2017-08-11,7.1.17,4.4,10000,25
2409,2017-12-23,1.6.17,4.1,5000,42
2410,2018-07-25,7,3,100,6.5
2411,2018-07-12,4.5.2,4.4,1000,13
2412,2018-06-15,3.1-2018 – (13),4,10000,1.5
2413,2018-07-30,6.6,4.1,10000,3.2
2414,2018-07-16,2.7.6,5,5000,7.7
2415,2018-04-04,3.0.1,4.1,100,1.3
2416,2018-05-01,3.3.1,4.1,50000,26
2417,2018-05-31,6.5.0,5,5000,5.4
2418,2018-05-17,4.5.1,4.4,1000,11
2419,2018-04-25,1.17.0,4,10000,9.5
2420,2017-10-05,1.2,4.0.3 ,100,62
2421,2017-06-05,6.0.4,4.1,1000,18
2422,2018-04-17,Varies with device,Varies with device,100000,Varies with device
2423,2018-08-01,1,4.1,1,3.1
2424,2018-08-04,1.1,4.1,50,1.8
2425,2018-07-15,1.0.0,4.2,10,66
2426,2018-07-24,1,4.0.3 ,1,5
2427,2018-07-21,1.1,4.0.3 ,500,2.9
2428,2018-07-25,3.0.0,5,100,22
2429,2018-07-17,1.2.9,4.4,500,16
2430,2018-06-27,1.830.0.564-(e405bb2),5,1000,19
2431,2018-07-24,10.4.1.018_06,4.0.3 ,50,40
2432,2018-07-20,1.3.5,5,100,23
2433,2018-08-02,1.2,3,100,15
2434,2018-07-13,300000.1.11,4.0.3 ,10,29
2435,2018-08-01,1.0.1,4.1,10,16
2436,2018-07-23,2,5,100,65
2437,2018-07-16,300000.1.11,4.0.3 ,100,29
2438,2018-07-26,1.8.3,4.1,10,20
2439,2018-07-09,3.1.1,4.4,100,3.8
2440,2018-07-16,1.0.10,5,50,19
2441,2018-07-24,2.0.0 (35717),4.4,10,25
2442,2018-08-04,1,5,100,5.1
2443,2018-08-02,1.1,4.1,1000,16
2444,2018-07-31,1,4.4,10,1.5
2445,2018-07-17,1.5.0,4.1,100,10
2446,2018-08-03,1.2,4.2,10,22
2447,2018-07-26,1,4.0.3 ,500,3.6
2448,2018-07-24,2.01.12,4,50,20
2449,2018-07-19,1,4.1,100,20
2450,2018-07-30,1.2.3-DEBUG,4.2,10,13
2451,2018-08-03,1,4.1,5,2.5
2452,2018-08-01,1,4.1,10,3.6
2453,2018-07-27,1,4.1,50,24
2454,2018-06-21,1,4.1,10,10
2455,2018-08-02,1.0.72,4.0.3 ,1,25
2456,2018-07-11,300000.1.11,4.0.3 ,50,29
2457,2018-07-18,2.0.101,4.4,100,17
2458,2018-07-13,0.1,4.1,10,53
2459,2018-07-12,1,5,10,83
2460,2018-08-02,2,4,5,4.6
2461,2018-07-27,1,4.4,10,4.6
2462,2018-07-25,300000.1.11,4.0.3 ,10,28
2463,2018-07-20,300000.1.11,4.0.3 ,1,29
2464,2018-07-19,5.0.16,4.1,100,46
2465,2018-07-07,1,4.4,5000,5.7
2466,2018-07-31,1.0 Super Ear Hearing,4,5,1.4
2467,2018-07-21,1.0.0,4,10,12
2468,2018-07-13,1,4,10,2.2
2469,2018-07-12,1.1.1,4.1,10,27
2470,2018-07-30,1,5.1,5,18
2471,2018-07-17,1,4.0.3 ,50,30
2472,2018-07-27,1.2.1,5,1,3.5
2473,2018-07-24,1,4.0.3 ,10,4.2
2474,2018-07-15,3.0.0,4.1,50,6.9
2475,2018-07-18,1.2.9,4.4,5,6.6
2476,2018-07-13,PN.1.0,4.0.3 ,100,7
2477,2018-08-03,1,4.1,100,11
2478,2018-07-27,1,4.1,10,5.6
2479,2018-07-25,300000.1.11,4.0.3 ,5,29
2480,2018-07-23,1,4.1,100,3.3
2481,2018-07-14,1,4.3,10,20
2482,2018-07-08,1.0.0,4.1,100,7
2483,2018-07-12,0.1.2,4.4,10,3.3
2484,2018-07-16,300000.1.11,4.0.3 ,5,29
2485,2018-08-03,1.0.51.0.3,8,5,7.1
2486,2018-07-27,1,Varies with device,10,Varies with device
2487,2018-07-26,3.19,4.3,500000,23
2488,2018-07-27,8.0.226,4.4,100000,24
2489,2018-07-16,2.25.0,4.4,1000000,14
2490,2018-07-27,Varies with device,4.3,1000000,13
2491,2018-04-12,3.4.0.10,4.0.3 ,10000,34
2492,2018-06-05,1,5,1000,4.3
2493,2017-01-13,3.0.2,3,10000,43
2494,2018-08-03,6.02.000,6,50000,69
2495,2018-06-10,3.2.4,5,50000,22
2496,2018-06-11,1.1,4.1,1000,20
2497,2018-01-17,1.0.7,4.2,1000,25
2498,2017-06-01,3.1,3,100000,2
2499,2018-07-24,10.4.1.018_06,4.0.3 ,50,40
2500,2018-06-21,3.3.0,4.4,100000,37
2501,2018-06-29,10.4.1.015_05,4.0.3 ,10000,40
2502,2017-05-30,Initial,4,500,4.3
2503,2016-10-13,3.0.0,4.0.3 ,5000,5.7
2504,2018-04-24,1,4.1,10000,4
2505,2018-07-31,1.12,4.0.3 ,50000,17
2506,2017-07-07,1.1,4.0.3 ,100000,11
2507,2017-09-26,5.51,3,1000,4.4
2508,2018-07-30,2.9,4.4,100000,15
2509,2015-01-18,1,3,100000,2.3
2510,2018-04-10,10.4.1.000_00,4.0.3 ,5000,40
2511,2018-07-18,4.0.9,4.0.3 ,1000000,8.4
2512,2018-07-31,3.0.8,4.3,10000,11
2513,2018-07-21,1.1,4.0.3 ,500,2.9
2514,2015-03-14,1,2.3,1000,2.4
2515,2018-07-20,2.5.0 b665,5,5000,15
2516,2018-06-22,2.3.1,5,10000,24
2517,2018-07-13,300000.1.11,4.0.3 ,10,29
2518,2018-07-27,8.0.226,4.4,500000,24
2519,2018-07-25,3.0.0,5,100,22
2520,2018-06-01,0.6.88,5,10000,86
2521,2018-08-03,Varies with device,Varies with device,10000,Varies with device
2522,2017-10-10,1.0.02,4,100000,22
2523,2018-06-06,1.0.1,4.1,100,11
2524,2015-05-10,1.1,2.2,5000,975k
2525,2018-07-13,1.4,4,10000,980k
2526,2017-02-25,1.0.1,4.4,10000,6
2527,2018-07-29,4.0.5,4.3,50000,20
2528,2018-05-25,1.0.32,4.4,1000,26
2529,2018-03-31,1.3.0,5,1000,13
2530,2018-07-20,1.3.5,5,100,23
2531,2018-04-16,43,4.0.3 ,1000,2.7
2532,2016-09-12,1.3.4,2.3.3 ,50000,4.2
2533,2018-07-16,4.4.3,4.0.3 ,50000,28
2534,2018-03-08,2.3.5,4.1,100,6.1
2535,2017-11-20,0.0.1,4,1000,15
2536,2016-10-25,1,4.0.3 ,50000,1.2
2537,2018-04-05,10.4.1.000_00,4.0.3 ,10000,37
2538,2016-10-17,1.2.2,4,100000,5.9
2539,2018-07-11,1.9.0.0,4.1,1000,14
2540,2015-01-20,1,3,10000,2.3
2541,2018-05-24,1.0.1,5,500,32
2542,2018-04-16,43,4.0.3 ,100000,2.7
2543,2018-05-12,1.4.15-free,4.0.3 ,5000,2.2
2544,2018-07-27,7.4.1,5,1000000,26
2545,2018-08-03,Varies with device,Varies with device,1000000000,Varies with device
2546,2018-07-31,Varies with device,Varies with device,1000000000,Varies with device
2547,2018-08-01,Varies with device,Varies with device,500000000,Varies with device
2548,2018-06-04,1.24,4.1,10000000,4
2549,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
2550,2018-05-21,2.4.12,4,1000000,1.5
2551,2018-07-30,Varies with device,Varies with device,500000000,Varies with device
2552,2018-01-30,1,4,100000,3.7
2553,2018-08-03,Varies with device,Varies with device,100000000,Varies with device
2554,2018-08-03,Varies with device,Varies with device,10000000,Varies with device
2555,2018-07-26,Varies with device,Varies with device,1000000000,Varies with device
2556,2018-08-03,0.1.1,4.1,1000000,2.8
2557,2018-05-09,1.0.2,4.1,1000000,3.9
2558,2018-06-14,1.0.9,4.3,1000000,3.1
2559,2018-07-27,Varies with device,Varies with device,5000000,Varies with device
2560,2018-08-02,0.1.1,4.1,100000,2.8
2561,2018-08-06,4.95.4,5,1000000,20
2562,2018-06-24,4.1.1,4.0.3 ,5000000,9.9
2563,2018-06-13,5.1.1,4.1,5000000,5.3
2564,2018-06-12,2.1.6,4,1000000,10
2565,2018-05-16,3.6.1,4.0.3 ,5000000,2.6
2566,2018-08-03,Varies with device,Varies with device,10000000,Varies with device
2567,2018-08-02,2.6.10,4.1,5000000,31
2568,2018-06-24,1.6,2.3,1000000,2.3
2569,2017-11-20,2.0.1,4.0.3 ,500000,6
2570,2018-08-06,2.1.3.2,4.3,5000000,17
2571,2018-07-30,T4.6.5-tl2.0.1,4.1,50000,20
2572,2018-07-20,1.8.19179,4.0.3 ,10000000,62
2573,2018-06-30,13,4.1,1000000,Varies with device
2574,2018-08-06,1.3.2,4.3,5000000,15
2575,2018-06-21,Varies with device,Varies with device,1000000,Varies with device
2576,2018-07-24,4.2.4,4.0.3 ,1000000,18
2577,2018-08-02,4.81,4,10000000,5.4
2578,2016-06-08,8.00.752746,4.4,10000000,2.8
2579,2018-07-09,1.23.3.0,4.4,10000000,15
2580,2018-07-25,Varies with device,Varies with device,10000000,Varies with device
2581,2018-07-23,50.2 lite,2.2,10000000,5.3
2582,2018-07-27,Varies with device,4.0.3 ,1000000,Varies with device
2583,2018-08-02,4.1.202,5,100000000,Varies with device
2584,2018-08-01,5.2.1,4.4,1000000,37
2585,2018-06-07,Varies with device,Varies with device,10000000,Varies with device
2586,2018-08-02,3.10.26,4.4,5000000,23
2587,2018-07-24,Varies with device,Varies with device,5000000,Varies with device
2588,2018-08-03,Varies with device,Varies with device,10000000,Varies with device
2589,2018-08-02,Varies with device,Varies with device,100000000,Varies with device
2590,2018-07-26,Varies with device,Varies with device,10000000,Varies with device
2591,2018-07-26,7.3.1,4.1,10000000,28
2592,2018-07-31,3.8.1,4.1,10000000,35
2593,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
2594,2018-08-03,Varies with device,4.1,50000000,76
2595,2018-06-21,Varies with device,Varies with device,10000000,Varies with device
2596,2017-10-16,4.2.1,4.3,50000000,34
2597,2018-07-09,Varies with device,Varies with device,10000000,Varies with device
2598,2018-07-18,Varies with device,Varies with device,5000000,Varies with device
2599,2018-06-19,Varies with device,Varies with device,10000000,Varies with device
2600,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
2601,2016-02-29,2.1.3,2.1,5000000,2.7
2602,2017-05-18,Varies with device,Varies with device,500000,Varies with device
2603,2018-05-31,7.0.7,4.0.3 ,100000,4.1
2604,2018-07-30,Varies with device,Varies with device,500000000,Varies with device
2605,2018-07-31,Varies with device,Varies with device,1000000000,Varies with device
2606,2018-08-02,Varies with device,Varies with device,1000000,Varies with device
2607,2017-12-05,Varies with device,Varies with device,500000,Varies with device
2608,2018-08-03,14.0.13,4.1,10000000,85
2609,2018-07-09,1.23.3.0,4.4,10000000,15
2610,2018-08-02,7.23.4,4.1,500000,89
2611,2018-07-30,Varies with device,Varies with device,500000000,Varies with device
2612,2018-07-31,Varies with device,Varies with device,1000000000,Varies with device
2613,2018-08-03,Varies with device,Varies with device,100000000,Varies with device
2614,2018-07-25,2.69,5,5000000,20
2615,2018-07-28,Varies with device,Varies with device,50000000,Varies with device
2616,2015-07-25,4.6.2.0,2.3,1000000,9.3
2617,2018-07-18,Varies with device,Varies with device,10000000,Varies with device
2618,2018-08-03,Varies with device,4.1,50000000,76
2619,2017-10-16,4.2.1,4.3,50000000,34
2620,2018-08-05,4.5.3,4.1,5000000,16
2621,2017-12-01,3.4.5,4.0.3 ,1000000,Varies with device
2622,2018-08-02,4.1.202,5,100000000,Varies with device
2623,2018-05-09,Varies with device,Varies with device,10000000,Varies with device
2624,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
2625,2018-07-09,Varies with device,Varies with device,10000000,Varies with device
2626,2018-06-19,Varies with device,Varies with device,10000000,Varies with device
2627,2015-03-05,1.8.0,2.3,1000000,8.4
2628,2018-08-02,Varies with device,Varies with device,100000000,Varies with device
2629,2018-07-25,2.69,5,5000000,20
2630,2018-07-31,Varies with device,Varies with device,50000000,Varies with device
2631,2018-08-03,Varies with device,4.1,50000000,76
2632,2018-08-03,27,4.2,10000000,68
2633,2018-07-31,4.17.2,4.1,10000000,13
2634,2018-06-21,10.6.3,5,100000,50
2635,2018-08-02,3.10.26,4.4,5000000,23
2636,2018-07-24,Varies with device,Varies with device,5000000,Varies with device
2637,2018-08-02,Varies with device,Varies with device,50000000,Varies with device
2638,2018-07-26,7.3.1,4.1,10000000,28
2639,2018-06-09,4.18.962.5,2.3,10000000,Varies with device
2640,2018-07-23,Varies with device,Varies with device,10000000,Varies with device
2641,2017-09-27,2.16,4.4,100000,7
2642,2018-08-02,3.10.26,4.4,5000000,23
2643,2018-07-31,Varies with device,Varies with device,50000000,Varies with device
2644,2018-08-03,Varies with device,4.1,50000000,76
2645,2018-06-21,Varies with device,Varies with device,10000000,Varies with device
2646,2018-08-03,27,4.2,10000000,68
2647,2018-07-28,Varies with device,Varies with device,50000000,Varies with device
2648,2018-08-02,Varies with device,Varies with device,100000000,Varies with device
2649,2018-07-31,4.17.2,4.1,10000000,13
2650,2018-07-27,5.4.7.1,4.3,10000000,56
2651,2018-07-09,Varies with device,Varies with device,10000000,Varies with device
2652,2018-08-02,Varies with device,Varies with device,10000000,Varies with device
2653,2015-03-05,1.8.0,2.3,1000000,8.4
2654,2018-08-02,3.10.26,4.4,5000000,23
2655,2018-07-31,16.14.0.850,4.4,10000000,22
2656,2018-08-03,4.20.5,4.1,100000000,15
2657,2018-08-03,Varies with device,Varies with device,10000000,Varies with device
2658,2018-07-23,2.25.17,4.1,10000000,30
2659,2018-07-23,2.25.17,4.1,10000000,30
2660,2018-08-02,14.2.1,5,5000000,27
2661,2018-08-06,Varies with device,Varies with device,100000000,Varies with device
2662,2018-07-30,Varies with device,Varies with device,10000000,Varies with device
2663,2018-07-30,Varies with device,Varies with device,100000000,Varies with device
2664,2018-08-06,2.4.9,4.1,50000000,20
2665,2018-07-31,16.14.0.100,4.4,100000000,42
2666,2018-08-02,Varies with device,4.2,50000000,Varies with device
2667,2018-07-31,11.7.3.0,4.1,50000000,18
2668,2018-07-23,10.2.1,4.1,1000000,4.2
2669,2018-07-30,Varies with device,Varies with device,10000000,Varies with device
2670,2018-07-23,2.25.17,4.1,5000000,30
2671,2018-07-25,3.0.5,4.0.3 ,5000000,33
2672,2018-06-30,3.4.5,4,1000000,7.9
2673,2018-07-24,3.8.2.2,4.0.3 ,1000000,12
2674,2018-08-03,6.0.4,4.1,10000000,15
2675,2018-08-03,Varies with device,Varies with device,50000000,Varies with device
2676,2018-08-06,6.3.8,4.1,10000000,10
2677,2018-08-04,2.8.7,4.1,10000000,9.9
2678,2018-08-03,4.16.2,4.1,1000000,9
2679,2018-08-06,4.6.0,4.1,5000000,Varies with device
2680,2018-08-03,4.26.7,4.1,10000000,21
2681,2018-07-17,3.2.6,4.0.3 ,1000000,13
2682,2018-07-20,4.9.3,4.0.3 ,10000000,11
2683,2018-07-23,2.4.0,4.1,1000000,21
2684,2018-07-10,4.7.1,4.4,10000000,8.1
2685,2018-08-03,Varies with device,Varies with device,50000000,Varies with device
2686,2018-08-06,Varies with device,Varies with device,10000000,Varies with device
2687,2018-07-26,4.9.5,4.2,10000000,12
2688,2018-08-06,4.4.5,4.3,10000000,7.3
2689,2018-08-04,Varies with device,Varies with device,10000000,Varies with device
2690,2018-07-25,6.2.0,4.1,10000000,15
2691,2018-08-02,3.11.1,4.1,10000000,22
2692,2018-07-30,4.0.2,4.2,10000000,11
2693,2018-07-24,4.7.5,4.1,10000000,8.3
2694,2018-07-21,3.27.1,4.1,50000000,Varies with device
2695,2018-07-31,7.8.1,4,10000000,20
2696,2018-08-02,5.3.0,4.0.3 ,10000000,38
2697,2018-08-02,4.33.0,4.0.3 ,10000000,9.1
2698,2018-07-25,6.25.01906001476,5,10000000,24
2699,2018-08-06,Varies with device,Varies with device,100000000,Varies with device
2700,2018-07-20,Varies with device,Varies with device,5000000,Varies with device
2701,2018-08-04,29.14,4.2,1000000,29
2702,2018-08-06,Varies with device,4.0.3 ,5000000,Varies with device
2703,2018-08-01,7.0.14,4,1000000,98
2704,2018-06-21,4.89,4.3,1000000,25
2705,2018-05-10,Varies with device,Varies with device,1000000,Varies with device
2706,2018-01-22,1.4,4.3,1000000,18
2707,2018-06-18,Varies with device,Varies with device,10000000,Varies with device
2708,2018-02-06,3.0.3,4.0.3 ,500000,6.1
2709,2018-07-25,2.4.0,4.4,500000,14
2710,2018-06-12,4.9.1,4,1000000,21
2711,2018-04-27,Varies with device,Varies with device,10000000,Varies with device
2712,2018-07-24,5.3.73,4.4,10000000,43
2713,2018-08-03,4.20.5,4.1,100000000,15
2714,2018-07-27,8.9.1,4.1,1000000,23
2715,2018-08-01,5.21.1,4.1,10000000,52
2716,2018-08-01,Varies with device,Varies with device,10000000,Varies with device
2717,2018-08-03,Varies with device,Varies with device,50000000,Varies with device
2718,2018-08-03,7.36,4.4,5000000,57
2719,2018-07-31,7.2.1,4.1,10000000,20
2720,2018-08-01,2.24.0,4.4,1000000,40
2721,2018-08-04,2.124.01,4.4,10000000,17
2722,2018-08-03,6.9.2,5,10000000,13
